epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
72,118200,0.01486,0.24037,0.01841,0.99389,0.99146,0.98871,0.98824,0.00795,0.06113,0.02608,0.002971,0.002971,0.002971
73,119905,0.01729,0.23869,0.02176,0.99398,0.99146,0.98872,0.98826,0.00746,0.05991,0.02442,0.002872,0.002872,0.002872
74,121600,0.02157,0.24067,0.02636,0.99432,0.99073,0.98874,0.98807,0.00715,0.05875,0.02255,0.002773,0.002773,0.002773
75,123308,0.02746,0.24634,0.03386,0.99435,0.99085,0.98865,0.98799,0.00687,0.05769,0.02187,0.002674,0.002674,0.002674
76,125052,0.01439,0.22353,0.01831,0.99421,0.99175,0.99058,0.98961,0.00652,0.05628,0.02057,0.002575,0.002575,0.002575
77,126799,0.01333,0.21202,0.01736,0.99431,0.99198,0.99064,0.98967,0.00634,0.0556,0.02004,0.002476,0.002476,0.002476
78,128516,0.03317,0.24124,0.03412,0.99432,0.99192,0.99061,0.9898,0.00636,0.05557,0.01967,0.002377,0.002377,0.002377
79,130208,0.02323,0.22723,0.02626,0.99448,0.99048,0.98857,0.98812,0.00649,0.05657,0.01913,0.002278,0.002278,0.002278
80,131872,0.01468,0.20519,0.01798,0.99511,0.99019,0.98864,0.98817,0.00732,0.05921,0.02074,0.002179,0.002179,0.002179
81,133581,0.01359,0.20006,0.01623,0.99485,0.99002,0.98863,0.98799,0.00614,0.05604,0.01879,0.00208,0.00208,0.00208
82,134849,0.01373,0.1967,0.01759,0.99497,0.98966,0.9866,0.98594,0.0059,0.05493,0.01786,0.001981,0.001981,0.001981
83,135894,0.01533,0.19504,0.01954,0.99508,0.9896,0.9886,0.98795,0.00565,0.05476,0.01705,0.001882,0.001882,0.001882
84,136939,0.01459,0.19459,0.01873,0.995,0.98943,0.98857,0.9879,0.00559,0.05411,0.01672,0.001783,0.001783,0.001783
85,137983,0.0144,0.18227,0.01872,0.99504,0.98939,0.98856,0.98775,0.00575,0.05469,0.01687,0.001684,0.001684,0.001684
86,139032,0.0121,0.17787,0.01544,0.99467,0.98748,0.99042,0.9894,0.00626,0.05909,0.0181,0.001585,0.001585,0.001585
87,140076,0.01144,0.17478,0.01461,0.99277,0.9875,0.98846,0.98758,0.00879,0.07061,0.02498,0.001486,0.001486,0.001486
88,141123,0.01055,0.16249,0.01386,0.9947,0.98811,0.9904,0.98918,0.00953,0.06642,0.02711,0.001387,0.001387,0.001387
89,142168,0.01469,0.17194,0.01936,0.99352,0.99186,0.99035,0.98951,0.00908,0.06414,0.02616,0.001288,0.001288,0.001288
90,143210,0.01758,0.16941,0.02255,0.99341,0.9917,0.99043,0.98924,0.00856,0.06362,0.02496,0.001189,0.001189,0.001189
91,144252,0.0046,0.04481,0.01022,0.99317,0.9917,0.99045,0.98926,0.00793,0.06305,0.02347,0.00109,0.00109,0.00109
92,145297,0.00357,0.03472,0.00744,0.9935,0.9914,0.98849,0.98766,0.00727,0.06217,0.0222,0.000991,0.000991,0.000991
93,146356,0.00721,0.04184,0.01475,0.99358,0.9914,0.98857,0.98794,0.00636,0.06025,0.02001,0.000892,0.000892,0.000892
94,147389,0.00588,0.03395,0.01207,0.99361,0.9912,0.98846,0.9878,0.00559,0.05886,0.01797,0.000793,0.000793,0.000793
95,148413,0.0029,0.02133,0.00596,0.99355,0.99125,0.98841,0.98776,0.00486,0.05746,0.01579,0.000694,0.000694,0.000694
96,149434,0.0024,0.0202,0.00486,0.99339,0.99119,0.98869,0.98801,0.00439,0.05691,0.01396,0.000595,0.000595,0.000595
97,150476,0.00225,0.01636,0.00468,0.99432,0.98982,0.98846,0.98784,0.004,0.05678,0.01255,0.000496,0.000496,0.000496
98,151521,0.00204,0.01209,0.00415,0.99461,0.9896,0.98872,0.9883,0.00369,0.05738,0.01158,0.000397,0.000397,0.000397
99,152562,0.00182,0.01193,0.00363,0.99454,0.98921,0.9885,0.98829,0.00338,0.05777,0.01067,0.000298,0.000298,0.000298
100,153604,0.00175,0.01285,0.00352,0.99427,0.98965,0.98861,0.98839,0.0031,0.05835,0.00989,0.000199,0.000199,0.000199
